record_id,first_name,last_name,gender,age,bday,role,crash_date,crash_hour,county,state,zip
976,Mary,Campbell,M,,2003-07-11,Passenger,2024-04-19,7,Onondaga,NY,
303,Michelle,Hill,,23.0,2001-02-26,Driver,2024-01-08,4,Monroe,NY,12207.0
304,Edward,Flores,F,21.0,2003-09-28,Driver,2024-11-15,10,Nassau,NY,10001.0
967,Nancy,White,,19.0,2005-09-26,Driver,2024-01-19,15,Queens,NY,14201.0
305,Cynthia,Robinson,M,17.0,2007-07-25,Driver,2024-08-09,6,New York,NY,
306,Amanda,Ramirez,M,67.0,1957-03-03,Driver,2024-05-20,12,Bronx,NY,11201.0
998,Michael,Jackson,,75.0,1949-06-16,Driver,2024-01-03,7,Richmond,NY,13202.0
307,Cynthia,Hill,M,63.0,1961-10-05,Driver,2024-06-14,21,Westchester,NY,12207.0
749,William,Mitchell,F,63.0,1961-11-10,Driver,2024-01-06,6,New York,NY,
308,Susan,Gonzalez,F,65.0,1959-06-27,Passenger,2024-07-05,0,Monroe,NY,13202.0
776,George,Lewis,F,93.0,1931-03-08,Driver,2024-01-01,9,Nassau,NY,14201.0
903,Kathleen,Allen,F,82.0,1942-12-15,Driver,2024-05-21,2,Suffolk,NY,13021.0
309,Brian,Flores,F,32.0,1992-02-26,Driver,2024-02-23,2,Suffolk,NY,10451.0
853,Jessica,Walker,F,88.0,1936-05-12,Driver,2024-09-21,10,Queens,NY,
310,Ronald,,M,40.0,1984-09-10,Driver,2024-05-17,21,Monroe,NY,13202.0
759,Andrew,Hill,M,21.0,2003-02-19,Driver,2024-11-17,22,Westchester,NY,12207.0
311,George,Lopez,M,18.0,2006-07-08,Driver,2024-02-20,22,Erie,NY,
794,Emily,Adams,F,68.0,1956-07-03,Driver,2024-02-24,11,Queens,NY,
896,John,Rivera,F,17.0,2007-11-17,Passenger,2024-10-26,16,,NY,
312,Daniel,Lopez,M,45.0,1979-04-18,Driver,2024-05-05,23,New York,NY,
682,David,Hall,M,49.0,1975-10-15,Driver,2024-12-22,19,Nassau,NY,13202.0
756,Margaret,Walker,F,77.0,1947-05-28,Driver,2024-08-07,6,,NY,14201.0
888,Andrew,Robinson,F,16.0,2008-10-24,Driver,2024-02-22,5,Bronx,NY,
313,Amanda,Clark,M,,2001-03-06,Driver,2024-06-01,0,Erie,NY,
968,Kathleen,,F,33.0,1991-06-23,Passenger,2024-09-11,10,Nassau,NY,
314,William,Moore,M,17.0,2007-06-23,Driver,2024-10-09,20,Monroe,NY,
315,Matthew,Ramirez,M,93.0,1931-11-27,Driver,2024-02-02,14,Erie,NY,14604.0
908,,Moore,F,51.0,1973-11-23,Passenger,2024-03-11,15,Erie,NY,
989,Barbara,Green,M,16.0,2008-07-01,Driver,2024-04-24,5,New York,NY,
316,Ronald,Lee,F,77.0,1947-05-20,Driver,2024-04-18,16,Kings,NY,10451.0
317,Ronald,Torres,F,44.0,1980-03-27,Passenger,2024-07-25,1,Queens,NY,
773,Mark,Hernandez,M,18.0,2006-10-05,Driver,2024-03-08,0,Monroe,NY,12207.0
318,,Brown,F,,2003-12-24,Driver,2024-08-11,7,Erie,NY,
850,Michael,Smith,F,85.0,1939-11-28,Driver,2024-12-27,10,New York,NY,
319,Kenneth,Lewis,F,72.0,1952-10-16,Driver,2024-12-04,15,Monroe,NY,
996,Donald,Nelson,F,86.0,1938-02-09,Driver,2024-12-25,2,Kings,NY,
320,Edward,Lee,F,23.0,2001-11-05,Driver,2024-09-15,3,Erie,NY,14830.0
321,Linda,Scott,M,69.0,1955-07-17,Driver,2024-08-08,16,Nassau,NY,13502.0
818,Sarah,Hernandez,F,51.0,1973-11-21,Driver,2024-11-03,11,Erie,NY,
322,Brian,Rivera,F,72.0,1952-12-27,Driver,2024-12-20,8,Onondaga,NY,
323,,Jones,M,26.0,1998-10-12,Driver,2024-08-30,18,Albany,NY,10002.0
324,Cynthia,King,F,64.0,1960-08-04,Driver,2024-05-18,21,,NY,
325,Barbara,Taylor,F,21.0,2003-07-19,Driver,2024-08-01,8,Monroe,NY,12207.0
861,Steven,Lopez,M,17.0,2007-01-21,Driver,2024-04-12,10,New York,NY,
326,Jason,Nguyen,,65.0,1959-07-12,Driver,2024-12-04,0,Albany,NY,14604.0
991,Jason,King,F,81.0,1943-02-15,Driver,2024-01-07,20,Kings,NY,10451.0
327,Ryan,Martin,F,22.0,2002-11-11,Driver,2024-10-23,4,Suffolk,NY,14604.0
760,Sandra,Martinez,M,21.0,2003-07-12,Driver,2024-01-14,8,New York,NY,14604.0
768,Karen,Thompson,F,90.0,1934-09-14,Driver,2024-01-08,12,Bronx,NY,
913,Joseph,Ramirez,M,68.0,1956-06-28,Driver,2024-07-29,18,Erie,NY,
328,Mary,Clark,M,20.0,2004-04-19,Driver,2024-09-19,11,Erie,NY,10002.0
329,Patricia,Hall,M,23.0,2001-03-08,Driver,2024-12-11,20,Erie,NY,
668,,Smith,M,45.0,1979-08-09,Passenger,2024-03-02,22,Erie,NY,
669,Ashley,Thompson,,89.0,1935-10-25,Driver,2024-12-05,5,Albany,NY,
889,Richard,Brown,F,,2008-04-02,Driver,2024-06-06,9,Albany,NY,13202.0
895,Kathleen,Martinez,F,,1973-01-26,Driver,2024-07-13,1,Monroe,NY,14604.0
330,Jason,Flores,F,33.0,1991-07-05,Driver,2024-11-21,0,Erie,NY,14604.0
331,,Lewis,M,,,Pedestrian,2024-08-22,8,Albany,NY,14830.0
894,Ryan,Moore,F,88.0,1936-03-09,Driver,2024-04-07,17,Onondaga,NY,11901.0
332,,,F,59.0,1965-05-05,Passenger,2024-12-23,10,,NY,13202.0
333,Deborah,Jones,M,85.0,1939-01-06,Driver,2024-06-13,3,Westchester,NY,11901.0
823,Jessica,Campbell,M,,1949-09-02,Driver,2024-07-01,0,Westchester,NY,10001.0
859,Charles,Moore,M,,1963-05-05,Driver,2024-12-08,21,Albany,NY,10002.0
334,Barbara,Baker,F,59.0,1965-08-07,Driver,2024-04-16,18,Onondaga,NY,
335,Michael,Davis,M,24.0,2000-06-01,Driver,2024-04-24,9,Monroe,NY,
336,Patricia,Wright,F,23.0,2001-05-21,Driver,2024-01-16,1,Nassau,NY,14830.0
337,Brian,Williams,,22.0,2002-10-24,Driver,2024-11-09,2,Queens,NY,10001.0
338,Kathleen,,,38.0,1986-09-20,Driver,2024-07-13,21,Suffolk,NY,13202.0
339,Daniel,Gonzalez,M,41.0,1983-04-03,Driver,2024-10-28,0,,NY,
340,Barbara,Jackson,M,19.0,2005-05-05,Driver,2024-11-06,12,Onondaga,NY,
341,Emily,Jackson,F,20.0,2004-06-23,Driver,2024-10-04,16,Bronx,NY,
342,Nancy,Campbell,,19.0,2005-12-15,Driver,2024-11-28,14,Bronx,NY,
343,Mark,Williams,M,86.0,1938-07-18,Driver,2024-01-27,21,Monroe,NY,13202.0
344,George,Flores,F,88.0,1936-12-25,Driver,2024-01-30,3,Queens,NY,12207.0
345,,Thomas,M,20.0,2004-02-08,Driver,2024-10-04,9,Nassau,NY,
346,Thomas,Lopez,M,16.0,2008-08-02,Driver,2024-07-02,15,Suffolk,NY,14201.0
347,Laura,Young,M,69.0,1955-10-21,Driver,2024-01-26,7,Bronx,NY,13202.0
348,Paul,Rivera,M,17.0,2007-02-17,Driver,2024-08-15,3,Queens,NY,13202.0
349,Anthony,Adams,M,44.0,1980-10-01,Driver,2024-03-23,11,Albany,NY,14604.0
350,Sharon,Nguyen,M,50.0,1974-11-03,Driver,2024-02-09,7,Richmond,NY,
351,Christopher,Moore,,94.0,1930-04-11,Driver,2024-05-04,11,Kings,NY,
352,Donald,Hill,M,40.0,1984-10-27,Driver,2024-03-05,17,Kings,NY,
353,Ashley,Green,F,,2006-08-01,Driver,2024-03-26,3,New York,NY,14604.0
354,Cynthia,Ramirez,,,1942-04-23,Passenger,2024-05-30,3,Nassau,NY,11701.0
355,,Ramirez,M,69.0,1955-12-06,Driver,2024-10-28,16,Bronx,NY,
356,Ashley,Perez,M,81.0,1943-10-17,Driver,2024-08-06,9,Nassau,NY,10002.0
357,Daniel,Jackson,M,,2001-08-08,Pedestrian,2024-03-27,9,,NY,13502.0
358,Paul,Gonzalez,M,27.0,1997-06-07,Driver,2024-05-24,18,New York,NY,
359,William,Moore,M,21.0,2003-02-24,Driver,2024-04-23,23,Bronx,NY,
360,Melissa,King,M,28.0,1996-11-21,Driver,2024-01-05,7,Erie,NY,13502.0
361,Edward,Campbell,F,17.0,2007-08-18,Driver,2024-11-08,6,Westchester,NY,13021.0
362,Ashley,Young,F,76.0,1948-09-16,Driver,2024-05-31,3,Kings,NY,13202.0
363,Brian,Sanchez,F,56.0,1968-08-20,Driver,2024-07-29,21,Kings,NY,
364,Thomas,Brown,M,47.0,1977-11-27,Driver,2024-01-24,9,Onondaga,NY,10001.0
365,Rebecca,Harris,M,48.0,1976-09-03,Driver,2024-12-01,1,Queens,NY,
366,George,,F,,2008-09-04,Driver,2024-09-13,12,Onondaga,NY,14201.0
367,Laura,Garcia,M,87.0,1937-12-14,Driver,2024-01-11,0,Westchester,NY,14201.0
368,Sarah,Robinson,M,25.0,1999-08-13,Driver,2024-05-29,13,Bronx,NY,11701.0
369,Michael,Lewis,M,51.0,1973-04-15,Driver,2024-07-08,15,Richmond,NY,
370,Sharon,Walker,M,40.0,,Driver,2024-09-09,8,New York,NY,
371,Christopher,Adams,M,80.0,1944-09-18,Driver,2024-02-11,3,New York,NY,
372,Rebecca,King,M,61.0,1963-07-13,Driver,2024-01-05,9,Bronx,NY,
373,Michelle,,M,80.0,1944-08-07,Unknown,2024-06-18,23,Westchester,NY,
374,Richard,Gonzalez,F,75.0,1949-02-02,Driver,2024-11-15,14,Richmond,NY,14604.0
375,Kathleen,Taylor,F,71.0,1953-02-19,Driver,2024-03-19,3,Westchester,NY,
376,Rebecca,Mitchell,F,80.0,1944-04-06,Driver,2024-01-02,7,Kings,NY,
377,Donald,Lee,M,41.0,1983-09-13,Driver,2024-07-12,12,Westchester,NY,
378,Ashley,Hall,,82.0,1942-07-21,Driver,2024-06-27,5,Albany,NY,10001.0
379,,Lewis,M,25.0,1999-05-11,Driver,2024-02-18,11,Monroe,NY,
380,Mary,,F,55.0,1969-08-06,Driver,2024-08-30,23,Suffolk,NY,
381,Mark,Green,,24.0,2000-05-28,Driver,2024-04-09,20,Richmond,NY,
382,Sharon,Nelson,F,24.0,2000-03-24,Driver,2024-05-16,2,Erie,NY,
383,Sandra,Torres,F,,2001-02-04,Driver,2024-02-16,5,Westchester,NY,
384,Sharon,Baker,F,38.0,1986-12-25,Driver,2024-03-08,9,Albany,NY,14201.0
385,,Young,M,89.0,1935-11-17,Driver,2024-08-18,20,Suffolk,NY,
386,Lisa,Hall,F,88.0,1936-05-03,Driver,2024-09-19,6,Monroe,NY,
387,John,Lee,F,92.0,1932-01-06,Driver,2024-08-03,15,Nassau,NY,
388,Margaret,Campbell,M,42.0,1982-12-12,Driver,2024-11-03,10,Onondaga,NY,
389,Donna,Johnson,M,20.0,2004-10-23,Driver,2024-09-25,6,Richmond,NY,
390,Elizabeth,Gonzalez,F,17.0,2007-03-08,Driver,2024-04-14,13,,NY,13021.0
391,Matthew,Robinson,F,32.0,1992-07-05,Driver,2024-06-11,4,New York,NY,
392,Jeffrey,Hill,M,21.0,2003-06-17,Driver,2024-01-01,19,Richmond,NY,
393,Karen,Harris,F,73.0,1951-07-06,Driver,2024-03-24,12,Suffolk,NY,
394,Amanda,Robinson,M,86.0,1938-07-14,Driver,2024-01-28,9,New York,NY,
395,Barbara,Ramirez,,,1938-02-05,Driver,2024-01-04,10,Westchester,NY,
396,Joshua,,M,86.0,1938-05-25,Driver,2024-01-13,17,Monroe,NY,
397,Paul,Miller,,23.0,2001-07-09,Driver,2024-06-25,14,Westchester,NY,13021.0
398,Rebecca,Miller,M,31.0,1993-06-21,Driver,2024-06-03,13,New York,NY,14830.0
399,Steven,Wright,,16.0,2008-06-19,Driver,2024-08-30,6,,NY,
400,Anthony,Nelson,M,25.0,1999-11-11,Driver,2024-02-19,7,Kings,NY,10001.0
401,Lisa,Perez,M,35.0,1989-08-28,Driver,2024-09-12,6,Queens,NY,13502.0
402,Nancy,Martin,M,23.0,2001-01-05,Driver,2024-11-15,18,Erie,NY,
403,Edward,Davis,,17.0,2007-10-10,Passenger,2024-04-01,5,Westchester,NY,13021.0
404,Christopher,Allen,F,92.0,1932-07-16,Driver,2024-08-25,9,Onondaga,NY,14604.0
405,Richard,Green,,25.0,1999-10-17,Driver,2024-02-11,19,Richmond,NY,14604.0
406,Emily,Allen,,36.0,1988-08-12,Passenger,2024-05-02,5,Onondaga,NY,
407,Barbara,Robinson,M,25.0,1999-06-28,Driver,2024-03-22,7,Onondaga,NY,
408,Melissa,Wright,M,60.0,1964-12-01,Driver,2024-08-12,15,,NY,
409,Thomas,,M,,2006-06-14,Passenger,2024-12-02,10,Erie,NY,
410,Brian,Lewis,M,73.0,1951-10-09,Driver,2024-10-31,1,Erie,NY,13021.0
411,Charles,Martinez,F,69.0,1955-10-10,Driver,2024-07-15,8,,NY,
412,Daniel,Adams,F,46.0,1978-09-12,Driver,2024-07-12,15,,NY,11701.0
413,Ronald,Davis,F,79.0,1945-10-21,Passenger,2024-01-07,23,Queens,NY,10002.0
414,Rebecca,Brown,M,72.0,1952-05-26,Driver,2024-04-03,22,Suffolk,NY,11201.0
415,,Martin,M,25.0,1999-10-16,Driver,2024-08-25,3,Queens,NY,
416,Andrew,Smith,F,33.0,1991-12-15,Driver,2024-11-25,6,Richmond,NY,
417,Carol,Martin,M,75.0,1949-05-22,Driver,2024-10-14,16,,NY,
418,Karen,Miller,M,85.0,1939-11-18,Driver,2024-04-03,6,Bronx,NY,
419,Richard,Sanchez,F,36.0,1988-06-17,Driver,2024-08-30,20,Richmond,NY,13202.0
420,Mark,Martin,M,78.0,1946-01-25,Driver,2024-07-25,1,,NY,
421,Ronald,Harris,M,71.0,1953-04-20,Driver,2024-09-14,14,Monroe,NY,11701.0
422,Ashley,Thomas,M,77.0,1947-01-04,Driver,2024-01-29,20,Nassau,NY,
423,Andrew,,,75.0,1949-10-18,Driver,2024-12-04,8,Queens,NY,11701.0
424,Jeffrey,Wilson,M,79.0,1945-06-11,Driver,2024-04-11,21,Westchester,NY,13202.0
425,Mary,Torres,M,24.0,2000-06-26,Driver,2024-10-02,15,Monroe,NY,14830.0
426,Carol,Gonzalez,F,53.0,1971-05-15,Driver,2024-08-19,23,Erie,NY,
427,Michelle,Harris,M,22.0,2002-03-09,Driver,2024-04-24,18,Suffolk,NY,
428,Barbara,Miller,M,92.0,1932-01-25,Passenger,2024-03-06,17,,NY,10001.0
429,William,Lewis,M,27.0,1997-08-28,Driver,2024-04-16,12,Albany,NY,10002.0
430,Ashley,Mitchell,F,46.0,1978-07-07,Driver,2024-04-17,2,,NY,14604.0
431,,Adams,F,31.0,1993-11-21,Passenger,2024-07-18,15,,NY,
432,John,Brown,F,20.0,2004-06-20,Driver,2024-07-31,5,New York,NY,
433,,Green,F,46.0,1978-01-26,Driver,2024-01-14,10,,NY,
434,Joseph,,M,23.0,2001-08-14,Driver,2024-10-01,14,Erie,NY,12207.0
435,Ashley,Mitchell,F,69.0,1955-04-17,Driver,2024-03-07,4,Kings,NY,13502.0
436,Kimberly,,F,,2006-06-14,Driver,2024-07-10,21,Erie,NY,10451.0
437,David,Sanchez,M,80.0,1944-06-07,Driver,2024-11-17,18,New York,NY,
438,Rebecca,Young,F,68.0,1956-11-28,Driver,2024-06-24,16,Monroe,NY,
439,Daniel,Martin,M,95.0,1929-02-28,Driver,2024-09-15,5,New York,NY,
440,Kimberly,King,M,82.0,1942-04-23,Driver,2024-09-28,5,Nassau,NY,14201.0
441,,,M,52.0,1972-08-15,Passenger,2024-06-13,4,Westchester,NY,
442,Jason,Hernandez,F,41.0,1983-07-26,Driver,2024-03-22,20,New York,NY,10451.0
443,Mark,Martinez,F,26.0,1998-11-04,Driver,2024-09-23,9,Queens,NY,11701.0
444,Lisa,Moore,F,20.0,2004-02-21,Driver,2024-08-26,13,Richmond,NY,
445,Edward,Nelson,M,53.0,1971-07-02,Driver,2024-11-22,3,Monroe,NY,10451.0
446,Donna,Young,M,,1951-02-25,Driver,2024-12-28,15,Queens,NY,13202.0
447,Donna,Baker,,91.0,1933-07-23,Driver,2024-01-21,11,Suffolk,NY,
448,Mary,Green,F,,2002-01-24,Driver,2024-08-21,8,Nassau,NY,
449,Laura,Scott,F,48.0,1976-03-28,Driver,2024-09-12,2,Nassau,NY,
450,Barbara,,M,57.0,1967-06-11,Passenger,2024-08-12,11,Erie,NY,10451.0
451,Jennifer,Garcia,F,51.0,1973-05-05,Driver,2024-06-23,17,Nassau,NY,
452,Jason,Williams,M,20.0,,Driver,2024-04-24,22,,NY,
453,Andrew,Gonzalez,M,63.0,1961-07-21,Driver,2024-10-21,12,Westchester,NY,11201.0
454,Christopher,Hall,M,69.0,1955-02-26,Driver,2024-09-16,22,Onondaga,NY,
455,Michelle,Lewis,M,95.0,1929-03-01,Driver,2024-10-13,14,Queens,NY,11701.0
456,Joshua,Young,,34.0,1990-07-07,Driver,2024-12-04,14,Monroe,NY,14830.0
457,Patricia,Rivera,F,89.0,1935-02-20,Driver,2024-02-02,16,New York,NY,
458,Betty,Torres,F,90.0,1934-07-13,Driver,2024-12-22,15,Erie,NY,13021.0
459,Jennifer,,M,20.0,2004-01-20,Driver,2024-02-01,17,,NY,10451.0
460,Kenneth,Flores,,76.0,1948-02-28,Driver,2024-12-15,4,Richmond,NY,
461,Ronald,Davis,F,20.0,2004-02-12,Driver,2024-12-15,5,Richmond,NY,13021.0
462,Emily,Jones,M,72.0,1952-08-07,Driver,2024-07-25,1,Nassau,NY,14830.0
463,Andrew,Hall,,82.0,,Driver,2024-05-24,10,Erie,NY,
464,Ashley,Jackson,F,,1943-01-07,Driver,2024-02-15,9,,NY,
465,Jason,Baker,F,59.0,1965-03-17,Driver,2024-07-08,21,Westchester,NY,
466,Kathleen,Harris,M,,,Pedestrian,2024-05-03,21,Nassau,NY,13021.0
467,Andrew,Rivera,F,71.0,1953-11-24,Driver,2024-05-19,13,Westchester,NY,12207.0
468,William,Nelson,F,17.0,2007-02-06,Driver,2024-09-07,2,Erie,NY,
469,,Sanchez,F,31.0,1993-09-28,Driver,2024-09-11,6,,NY,
470,,Lewis,F,24.0,2000-04-25,Driver,2024-04-17,23,Nassau,NY,
471,Robert,Anderson,M,23.0,2001-01-28,Driver,2024-08-13,2,Kings,NY,
472,Kathleen,Lee,M,17.0,2007-11-08,Driver,2024-01-04,12,Albany,NY,
473,Andrew,Adams,M,77.0,1947-08-24,Driver,2024-05-01,21,Onondaga,NY,14604.0
474,Thomas,Hernandez,M,20.0,2004-03-02,Driver,2024-08-23,13,Westchester,NY,12207.0
475,Nancy,Perez,M,88.0,1936-09-07,Driver,2024-05-05,6,Westchester,NY,
476,Donald,Miller,M,93.0,,Driver,2024-01-27,6,Kings,NY,
477,Deborah,Baker,F,22.0,2002-10-26,Driver,2024-04-11,4,New York,NY,11901.0
478,Robert,Garcia,M,29.0,1995-06-28,Driver,2024-02-16,10,Nassau,NY,
479,Michael,Scott,M,36.0,1988-07-04,Driver,2024-09-29,19,New York,NY,
480,Jeffrey,Harris,M,89.0,1935-01-19,Driver,2024-12-18,11,Onondaga,NY,
481,Karen,Baker,M,19.0,2005-11-11,Driver,2024-05-29,22,Bronx,NY,
482,Ryan,,M,29.0,1995-11-08,Driver,2024-12-24,9,Monroe,NY,10001.0
483,Deborah,Torres,M,93.0,1931-08-13,Driver,2024-07-17,1,Westchester,NY,
484,,,M,,,Passenger,2024-12-07,10,,NY,10001.0
485,George,Smith,F,25.0,1999-02-05,Driver,2024-10-25,20,,NY,
486,Margaret,Baker,M,17.0,2007-07-11,Driver,2024-11-16,16,Kings,NY,
487,Richard,Taylor,M,71.0,1953-12-04,Driver,2024-12-25,2,Kings,NY,
488,Daniel,Mitchell,M,20.0,2004-05-25,Driver,2024-03-23,2,Albany,NY,
489,Donna,White,,95.0,1929-02-19,Driver,2024-05-14,23,Nassau,NY,14604.0
490,Sandra,Robinson,M,51.0,1973-08-28,Driver,2024-08-25,14,Erie,NY,13021.0
491,Cynthia,Lopez,M,39.0,1985-02-01,Driver,2024-07-19,15,Erie,NY,
492,Edward,Hernandez,M,76.0,1948-02-03,Driver,2024-06-14,22,Onondaga,NY,14830.0
493,,Hill,M,21.0,2003-12-28,Passenger,2024-03-06,11,,NY,
494,Sarah,Scott,M,38.0,1986-03-11,Driver,2024-11-19,18,Kings,NY,
495,Kimberly,Young,M,,1981-02-15,Driver,2024-07-18,6,Monroe,NY,
496,Christopher,Young,F,82.0,1942-04-27,Driver,2024-11-26,6,Richmond,NY,
497,Thomas,Wilson,M,22.0,2002-02-12,Driver,2024-08-26,4,Onondaga,NY,
498,Mary,Davis,M,23.0,,Driver,2024-06-10,23,New York,NY,
499,Steven,Brown,M,57.0,1967-02-03,Driver,2024-03-12,4,Bronx,NY,
500,,Sanchez,F,67.0,1957-04-15,Driver,2024-03-22,3,Monroe,NY,
501,Laura,Rodriguez,M,22.0,2002-01-17,Driver,2024-05-28,15,Albany,NY,13502.0
502,Cynthia,Hernandez,M,16.0,2008-11-24,Driver,2024-11-14,9,Monroe,NY,
503,Mark,Hill,F,89.0,1935-07-07,Driver,2024-04-04,3,Albany,NY,
504,Patricia,Adams,F,93.0,1931-05-07,Driver,2024-09-18,0,Monroe,NY,
505,Emily,Hill,M,41.0,1983-02-20,Driver,2024-02-24,0,Albany,NY,14604.0
506,Deborah,White,M,65.0,1959-05-25,Driver,2024-01-18,3,Monroe,NY,
507,Linda,Garcia,F,93.0,1931-10-23,Driver,2024-10-12,8,Monroe,NY,
508,James,Torres,F,95.0,1929-05-23,Driver,2024-05-24,23,Onondaga,NY,
509,Brian,Young,F,29.0,1995-05-12,Driver,2024-02-15,19,Nassau,NY,
510,,,F,93.0,1931-08-22,Passenger,2024-10-04,13,Nassau,NY,
511,Steven,Green,M,18.0,,Driver,2024-04-15,22,,NY,
512,Melissa,Perez,M,21.0,2003-09-13,Driver,2024-09-24,21,New York,NY,11901.0
513,Michael,Young,M,20.0,2004-04-25,Driver,2024-07-26,9,,NY,
514,Daniel,Nelson,M,74.0,,Driver,2024-07-10,6,,NY,
515,,,,53.0,1971-12-19,Driver,2024-11-13,11,Suffolk,NY,10002.0
516,Sandra,Harris,F,23.0,2001-01-11,Driver,2024-06-07,17,Westchester,NY,
517,Brian,Torres,M,29.0,1995-05-19,Driver,2024-03-01,22,Queens,NY,
518,Jessica,Smith,M,37.0,1987-07-02,Driver,2024-06-03,5,Kings,NY,14830.0
519,Andrew,Johnson,M,87.0,1937-07-01,Driver,2024-12-28,16,Westchester,NY,
520,Betty,Allen,M,34.0,1990-02-01,Driver,2024-03-23,2,Richmond,NY,
521,Richard,Martinez,M,51.0,1973-01-12,Driver,2024-01-31,16,Albany,NY,
522,Donald,Wilson,M,85.0,1939-11-18,Driver,2024-02-06,4,Suffolk,NY,10451.0
523,Jason,Taylor,M,28.0,1996-06-25,Driver,2024-07-21,0,Kings,NY,
524,Laura,Green,M,74.0,1950-08-25,Driver,2024-02-08,13,Richmond,NY,13202.0
525,Karen,Wright,F,56.0,1968-09-16,Driver,2024-07-16,22,Richmond,NY,10002.0
526,Thomas,Green,M,20.0,2004-10-17,Passenger,2024-04-26,10,Nassau,NY,
527,Michelle,Rodriguez,F,71.0,1953-11-22,Driver,2024-07-04,22,Queens,NY,11201.0
528,Jeffrey,Adams,F,77.0,1947-08-23,Driver,2024-05-18,18,Onondaga,NY,
529,Ashley,Robinson,F,91.0,1933-05-17,Driver,2024-10-17,13,Kings,NY,10001.0
530,,Jones,M,73.0,1951-03-26,Driver,2024-02-19,23,Suffolk,NY,14830.0
531,Timothy,Moore,F,,1952-03-01,Driver,2024-10-10,18,Nassau,NY,
532,,,,40.0,1984-04-15,Passenger,2024-11-08,5,Erie,NY,
533,Melissa,Lewis,M,50.0,,Driver,2024-07-13,0,Queens,NY,13202.0
534,Elizabeth,Rivera,M,50.0,1974-03-26,Driver,2024-07-25,6,Kings,NY,10002.0
535,Mark,Rivera,F,76.0,1948-06-13,Driver,2024-01-11,15,New York,NY,
536,Kimberly,Hill,M,16.0,2008-07-12,Driver,2024-01-25,7,Bronx,NY,
537,Ryan,Lopez,M,24.0,2000-02-08,Driver,2024-02-17,19,Albany,NY,10451.0
538,Joshua,Rivera,M,,1981-03-18,Driver,2024-03-04,14,Queens,NY,
539,Patricia,Sanchez,M,18.0,2006-03-08,Driver,2024-11-07,11,Richmond,NY,
540,Sandra,King,F,77.0,1947-09-18,Passenger,2024-07-25,16,Onondaga,NY,11201.0
541,Rebecca,Williams,M,76.0,1948-05-04,Driver,2024-11-05,13,,NY,11201.0
542,Carol,Martin,,19.0,2005-08-09,Driver,2024-09-06,12,Onondaga,NY,
543,Matthew,Adams,F,20.0,2004-06-27,Driver,2024-09-19,17,Onondaga,NY,14201.0
544,Patricia,Johnson,M,76.0,1948-01-15,Driver,2024-07-25,10,Richmond,NY,13502.0
545,George,Mitchell,F,18.0,2006-07-11,Driver,2024-12-04,22,Onondaga,NY,10451.0
546,Anthony,Torres,M,35.0,1989-07-18,Driver,2024-10-17,8,Kings,NY,
547,Sandra,Perez,F,56.0,1968-05-19,Driver,2024-10-12,17,Westchester,NY,14604.0
548,Donald,Moore,M,80.0,1944-12-13,Driver,2024-01-27,18,Monroe,NY,13502.0
549,Nancy,Clark,F,75.0,1949-05-03,Driver,2024-05-04,5,Richmond,NY,
550,Nancy,Davis,M,80.0,1944-07-19,Driver,2024-04-19,12,New York,NY,11201.0
551,Paul,Ramirez,M,18.0,2006-01-01,Driver,2024-08-29,5,Albany,NY,
552,Donna,Garcia,F,91.0,1933-04-26,Driver,2024-03-28,12,Onondaga,NY,13502.0
553,Michael,Young,F,66.0,1958-07-28,Driver,2024-06-22,21,Erie,NY,10451.0
554,,Robinson,M,17.0,2007-01-19,Unknown,2024-03-01,4,Bronx,NY,13021.0
555,Emily,,F,39.0,1985-08-21,Driver,2024-01-18,11,Erie,NY,13202.0
556,Mark,Rodriguez,F,53.0,1971-11-11,Driver,2024-10-17,22,Erie,NY,10451.0
557,George,Lopez,M,49.0,1975-12-11,Driver,2024-11-10,11,Nassau,NY,
558,Donna,,F,16.0,2008-08-24,Driver,2024-10-29,17,Monroe,NY,
559,Jeffrey,Hill,F,,1961-04-15,Driver,2024-05-15,9,Suffolk,NY,
560,Margaret,Brown,F,43.0,1981-09-27,Driver,2024-10-06,13,Albany,NY,
561,Linda,Thomas,,88.0,1936-06-06,Driver,2024-10-06,20,Kings,NY,
562,David,Ramirez,M,17.0,2007-05-10,Driver,2024-10-04,22,Queens,NY,
563,Linda,Allen,F,55.0,1969-09-04,Driver,2024-09-03,21,Richmond,NY,11901.0
564,Jennifer,Jones,M,24.0,2000-12-18,Driver,2024-04-09,15,Suffolk,NY,
565,Donna,Mitchell,F,,1984-11-25,Driver,2024-09-10,17,Onondaga,NY,13202.0
566,Laura,Robinson,M,64.0,1960-09-18,Driver,2024-02-29,18,Erie,NY,
567,John,Miller,M,18.0,2006-12-09,Driver,2024-07-13,4,Monroe,NY,
568,Jennifer,Rodriguez,F,92.0,1932-02-12,Driver,2024-02-28,3,Monroe,NY,
569,Edward,Garcia,F,83.0,1941-12-18,Driver,2024-06-01,17,Suffolk,NY,
570,Donna,Smith,M,80.0,1944-06-13,Driver,2024-10-04,3,Monroe,NY,
571,Melissa,Rodriguez,M,58.0,1966-04-14,Driver,2024-01-03,21,Queens,NY,
572,Daniel,Rodriguez,,94.0,1930-10-10,Driver,2024-05-17,7,Richmond,NY,
